species,longitude,latitude,q5_depth,q95_depth,q5_velocity,q95_velocity,q5_ss,q95_ss,q5_slope,q95_slope,q5_reynolds,q95_reynolds,q5_froude,q95_froude
background,2248209.807,1847099.321,9.6071043,3.9504564,1.5443343,0.2492078,0.2841275,0.0153959,7.3790016,7.3682742,1261476.875,85523.74219,0.0957607,0.0223674
background,2255799.424,1847199.73,19.6003933,14.7304382,3.0251298,0.7551054,0.7805942,0.0540959,1.0551951,1.0482119,4689599.5,876383.5625,0.1205546,0.0347301
background,2255234.828,1847014.921,4.9893346,0.2012134,0.7510489,0.0973038,0.0879372,0.008781,0.9071887,0.9409484,305498.7188,3957.516357,0.0599021,0.0399207
background,2251280.121,1847117.712,1.1546571,-2.7896228,0.1981709,0.0496818,0.0240283,0.0029974,5.6886473,6.4444075,99003.96094,4695.907715,0.0139776,0.0096197
background,2255508.846,1846960.36,15.9823837,11.1641092,2.8347647,0.6410865,0.7638568,0.0461104,2.4169533,2.4180412,3676073,624561.4375,0.1340336,0.0325831
background,2247544.843,1847221.235,4.4996433,-0.634313,0.6907535,0.0011655,0.0713361,0.0000208,0.7676129,0.9026271,247663.7969,75.9514618,0.0572473,0.0002289
background,2254348.61,1847077.152,17.007906,12.1483946,2.551934,0.5145284,0.583661,0.0266942,0.4150854,0.4111668,3438071.5,495027.0625,0.1088328,0.026205
background,2255772.194,1847153.483,18.9891644,14.1291885,3.113843,0.7820135,0.83924,0.0593896,3.1348307,3.0951002,4663231.5,864758.3125,0.1265697,0.0370528
background,2257295.376,1847155.306,16.071476,11.2275124,2.8029685,0.6931157,0.7241845,0.0501808,2.1217551,2.1257112,3638474.75,631522.625,0.1227623,0.0366165
background,2255383.152,1846965.669,9.5829792,4.7545633,1.6997164,0.1424577,0.3404861,0.0071327,3.6897335,3.6866992,1352715.25,67457.91406,0.1040561,0.0226181
background,2254209.121,1847111.283,9.4513426,4.7306762,1.1805419,0.2296067,0.1819612,0.0099079,12.9104328,12.5151644,1228391.875,140788.6875,0.0632763,0.0262052
background,2256260.403,1847088.12,24.4648113,19.6141071,3.4458983,0.9789193,0.9389011,0.0818123,2.3614135,2.3589864,6667278,1517036.625,0.1229962,0.0391716
background,2254244.176,1847130.481,17.5637665,12.7009459,1.789196,0.3059991,0.2837682,0.0092023,5.5476041,5.4627166,2509304.75,310868.2188,0.0750362,0.0153616
background,2253095.892,1847295.648,3.0647094,-1.0344243,0.3605761,0.0025342,0.0210389,0.0000399,1.2855316,4.0520973,88489.60156,237.8175812,0.036358,0.0004153
background,2253958.027,1847273.735,1.8882856,-0.8174365,0.0180067,0.007523,0.0001269,0.0002544,5.1309838,0.6317902,4947.073242,392.5977783,0.0025416,0.0019604
background,2248028.286,1847152.525,7.706027,2.0231347,2.2158928,0.2630025,0.595888,0.0152305,2.0366967,2.0343425,1362176,50432.15234,0.1485685,0.0317286
background,2246082.816,1847266.044,1.919974,-0.7465857,0.8161566,0,0.1660937,0,1.9216366,0.9039975,155441.0469,0,0.1215175,0
background,2248267.864,1847249.827,3.3988371,-0.9304951,1.2223313,0.0576279,0.3432033,0.008972,4.6014228,0.3534546,462294.25,7631.473145,0.1040371,0.0101627
background,2255397.233,1847182.371,4.0169835,-0.8171889,0.985009,0.0224669,0.1970666,0.0007514,1.5129571,1.581028,357682.5625,17703.20117,0.1027662,0.002505
background,2247833.976,1847161.149,10.0573893,4.3263059,1.3749888,0.181958,0.2399528,0.005637,5.6507258,5.6414223,1147501,69891.63281,0.0753999,0.0153431
background,2248409.066,1846988.799,2.9810541,-1.8256803,0.6683539,0.1204379,0.1200036,0.0170068,8.9681387,6.8523793,284233.6563,3142.163086,0.0509423,0.0371452
background,2254390.684,1847260.124,16.9271545,12.0612383,2.6093192,0.564703,0.6079993,0.0319936,0.4799019,0.4677354,3497228.75,539356.75,0.1118922,0.0289415
background,2251388.482,1847272.033,10.488266,5.4543452,2.5642827,0.4117331,0.6949145,0.0223634,2.095655,2.0946248,2133888.5,178753.2188,0.1396652,0.0312892
background,2245824.496,1847093.038,4.5609069,1.1819428,0.9003593,0,0.1219711,0,1.2599797,1.2493759,322658.375,0,0.078218,0
background,2248091.186,1847048.002,1.4867741,-3.5122137,0.4799161,0.0303975,0.1034242,0.0010029,5.703546,5.8428817,212232.0313,12607.08887,0.0686124,0.0023869
background,2246825.648,1847319.245,4.7620234,0.8230444,0.2576539,0.0008194,0.0096791,0,0.6700649,0.6700273,98230.375,67.2080536,0.0207731,0
background,2251397.404,1847011.966,5.9059529,1.181121,0.8689016,0.2367466,0.1265032,0.0133336,4.8363247,4.165967,527305.375,48695.67578,0.0552942,0.0260547
background,2252668.314,1847298.37,4.4070163,-0.0387183,0.3065703,0.0005408,0.0149073,0,2.2729588,2.3039072,102339.8828,72.0123749,0.0288382,0
background,2254510.762,1847195.614,16.4870644,11.6241875,1.7691495,0.3600452,0.3008915,0.0142232,1.4696156,1.47804,2410497.25,352170.6875,0.0750056,0.0180198
background,2254410.338,1847110.242,17.098999,12.2364931,2.528532,0.5211151,0.5728434,0.0273565,0.1012285,0.095638,3425009,505078.5938,0.1075487,0.026329
background,2256889.288,1847098.637,17.6337662,12.7872248,3.4897456,0.9262052,1.0703205,0.0840487,0.2428798,0.243987,4873294.5,938105.5,0.1465487,0.0455363
background,2256800.906,1846985.555,18.1413345,13.2971201,3.4166765,0.9035883,1.0163751,0.0790722,0.2227482,0.2232302,4908142.5,951528,0.1413943,0.0434766
background,2253173.742,1847152.737,3.3465211,-1.1594501,0.4156867,0.0079914,0.0273719,0.000099,6.9674916,7.062849,109119.2344,584.0692139,0.0410733,0.0018071
background,2251394.029,1847332.648,8.5644855,3.5408154,1.89632,0.2031395,0.4272071,0.0073187,15.8437719,15.6288176,1416476.25,81483.42188,0.1206772,0.016622
background,2246937.347,1846987.826,3.2626314,-0.6349527,0.177548,0.0001456,0.0052579,0,2.8547249,2.8965523,44829.74219,4.4092379,0.0179022,0
background,2255992.444,1847316.547,18.1581764,13.2807598,2.8565345,0.8195235,0.7188171,0.066381,1.2879893,1.2895898,4088445.25,853427.125,0.1188245,0.0400906
background,2253341.364,1847141.218,3.9932787,-0.3765708,0.2541901,0.0002501,0.0102289,0,1.6016605,0.7374997,80803.96875,11.4432402,0.0223537,0.0000626
background,2253736.131,1846979.66,3.6737382,-0.5121837,0.1551105,0.0011716,0.0050147,0.0000244,4.1188149,1.3237333,38050.08594,5.0656228,0.0163311,0.0009031
background,2246866.142,1846977.575,2.2803838,-0.7671201,0.1924952,0,0.0071575,0,1.9585818,1.1695111,33289.79688,0,0.0234175,0
background,2255364.263,1847253.892,4.2294602,-0.5980521,0.9015106,0.0196876,0.1654794,0.0003889,0.5353733,0.5374252,352370.5938,13562.1123,0.0872425,0.0032225
background,2248266.362,1847285.033,1.8969114,-1.0618446,0.3333034,0.0133703,0.0789393,0.0026385,7.3560109,0.3685537,104356.1094,1212.459961,0.0362045,0.0022086
background,2251340.553,1847118.779,6.4070492,1.4801891,1.0822113,0.2430881,0.1622357,0.0127611,2.4137106,1.9490576,612398.125,40457.99219,0.0717203,0.0311091
background,2247439.985,1847315.199,4.3137689,-1.366743,1.4397609,0.7055315,0.3071632,0.092646,0.6507879,0.7063059,492023.2813,-71834.99219,0.1233436,0.7055315
background,2253308.536,1847189.112,3.1872199,-0.5415862,0.2031415,0,0.0072319,0,1.2564411,0.0768374,51617.26172,0,0.0199916,0
background,2254253.15,1847104.336,15.7283821,10.8679333,1.8033402,0.3282957,0.3161549,0.0122113,4.9505262,4.9426379,2389943.25,304656.5938,0.0789889,0.0191941
background,2252854.639,1847085.061,4.6295376,0.1352734,0.3264326,0.0063135,0.0150895,0,1.7479624,1.9695319,122226.7344,508.9441528,0.0271723,0.0010998
background,2255754.964,1847268.297,22.295435,17.4051762,3.008718,0.7048081,0.7366855,0.0437076,1.1766032,1.1602631,5313243.5,970523.0625,0.1121896,0.0302466
background,2253331.101,1847172.207,3.490829,-0.5957504,0.2726324,0,0.0124447,0,1.3073169,0.9774179,76348.61719,1.2910385,0.0256067,0
background,2252668.305,1847244.509,4.0961514,-0.2807911,0.3128312,0.0005652,0.0151249,0,8.4060173,7.7945209,99642.33594,78.9347382,0.0294393,0
background,2255107.191,1846994.206,2.9123297,-0.9606899,0.5248668,0.0080661,0.0455343,0.0005273,1.3483677,0.2913088,128443.6875,196.9825134,0.0550245,0.0026154
background,2253845.122,1847074.971,5.4310498,0.5560943,0.2647547,0.0405469,0.0104157,0.0007929,0.8514809,1.0996841,111485.5391,4084.373779,0.0205294,0.0067502
background,2246872.806,1847127.81,3.211323,-0.5008087,0.2261688,0.0001136,0.0083439,0,2.3823776,1.5180407,55922.59766,5.360168,0.0232711,0
background,2251182.997,1847239.567,2.5915563,-0.8479933,0.4636276,0.0019669,0.0522208,0.0000747,4.7009454,1.4996896,125910.6484,14.8243809,0.0699478,0.0011204
background,2253939.909,1847296.162,3.666373,-0.437182,0.0201577,0.0180944,0.0000236,0.0005603,3.5446584,2.4420018,7513.564941,1061.369385,0.0020463,0.00454
background,2247581.457,1847142.255,4.2443542,-0.4209486,0.7703336,0,0.0922353,0,0.2544515,0.0864086,258941.8906,0,0.0658413,0
background,2257482.031,1847285.369,8.4788389,3.8178484,1.6435878,0.4223165,0.3694546,0.0292105,3.7170167,3.5957646,1645786.125,255270.4375,0.0836957,0.0286833
background,2248300.02,1846950.055,6.089819,0.9206221,2.1591759,1.6668952,0.5946697,0.6988907,1.5073156,1.4562396,1048422.625,144929.2969,0.1544765,0.2997637
background,2255545.79,1846848.17,17.2599697,12.4412327,3.1503062,0.7651718,0.8880973,0.0599234,0.1493694,0.1490942,4328461.5,764919.625,0.1333178,0.0380552
background,2253749.615,1846907.008,5.388535,0.5290946,0.0966817,0.0559763,0.0014668,0.0011731,0.4668654,0.1831713,39157.76953,4541.209961,0.0078756,0.0115927
background,2245788.856,1846867.165,3.1689842,-0.1353146,0.0587264,0,0.0006451,0,4.1519198,3.6770823,19920.51172,0,0.0048642,0
background,2246663.62,1846612.849,1.6130697,-0.0114936,0.1352244,0,0.0038771,0,0.0985904,0.1071229,17179.09375,0,0.0189603,0
background,2254609.702,1846608.35,10.4611626,5.7036657,1.1076285,0.2129001,0.1790922,0.007483,8.7599669,8.6924706,1403155.5,189288.625,0.0491736,0.0113147
background,2256479.229,1846627.477,19.8839169,15.0612936,3.3671196,0.9009787,0.9576619,0.0752835,0.3586834,0.3594363,5302676.5,1074962.875,0.132806,0.040917
background,2255744.742,1846903.899,16.3281193,11.5011206,3.2666914,0.9161825,0.9650193,0.0858647,1.1495215,1.1555632,4221529,833573.1875,0.1429548,0.0478764
background,2255004.608,1846682.002,2.6204381,-1.0952181,0.3590995,0.0026573,0.0247662,0.0000618,0.6646367,0.2999626,76303.42969,147.1047821,0.0397642,0.0005562
background,2255456.302,1846905.741,14.0893888,9.2666302,2.4834695,0.5030226,0.6200802,0.0357024,3.6392841,3.6458619,3012406.5,450890.7813,0.1152279,0.036145
background,2248232.043,1846856.192,5.5993619,0.730959,2.2058749,1.6503704,0.6432136,0.7497264,0.2715946,0.4200274,967899.6875,97828.27344,0.1651763,0.3758865
background,2255191.364,1846778.901,4.570034,-0.1202867,0.7991387,0.0674515,0.0984731,0.0025887,0.9445555,0.887196,317724.25,6626.45459,0.0659504,0.0136708
background,2257115.521,1846862.857,16.8370037,12.0026026,3.0664487,0.7801153,0.8504,0.0622941,0.4346499,0.4317878,4115478.75,748687.1875,0.1314623,0.0394366
background,2254502.146,1846822.674,17.2963009,12.4562578,2.0981357,0.3859336,0.3926006,0.0152483,1.5668186,1.5657123,2890401.75,384093.875,0.0895778,0.0190944
background,2255500.7,1846938.934,16.0901432,11.2708082,2.8839879,0.6505718,0.7903981,0.0474973,5.0178728,5.0115366,3766329.25,636278.625,0.1354204,0.0330092
background,2253832.242,1846907.541,1.9521849,-0.9472312,0.0528578,0.0028115,0.0037824,0.000058,8.7907419,0.6791719,5296.178711,337.0152893,0.0288281,0.0004058
background,2257094.859,1846763.551,16.6213493,11.7918653,2.8881633,0.7195963,0.7622946,0.0537729,0.620733,0.6188481,3844468,683132.3125,0.1244192,0.0366826
background,2251748.097,1846664.824,2.439009,-1.9202145,1.3939397,0.0426244,0.9006827,0.0013487,15.6751156,15.6168022,277535.4063,10547.59668,0.6197023,0.0043951
background,2255485.234,1846749.397,16.9347725,12.1198378,2.8806126,0.6168255,0.7513607,0.0404766,0.8507217,0.8445855,3898668.5,606776.25,0.1236078,0.0315948
background,2252831.423,1846585.337,5.0218611,0.5633715,0.2325353,0,0.0074754,0,1.4129987,1.4111534,92634.04688,1.6487596,0.0187403,0
background,2246487.307,1846632.229,1.5022142,-0.1049691,0.0995302,0,0.0016929,0,0.2189346,0.1681668,11752.72168,0,0.0144556,0
background,2247391.704,1846813.693,2.88254,-0.8266818,0.7542557,0,0.0992234,0,2.4751294,0.7655061,177466.0938,0,0.0860333,0
background,2246435.152,1846886.592,1.3822969,-0.9838464,0.0355737,0,0.0003769,0,1.174462,2.3803372,5403.805176,0.0071822,0.0044697,0
background,2257281.337,1846577.515,1.2547896,-3.1975582,0.6233916,0.1555453,0.1133739,0.0083224,11.5443325,11.7377434,613031.9375,92088.39063,0.0315874,0.0103257
background,2246453.689,1846797.668,2.4891789,-0.0229742,0.1683317,0,0.0048023,0,0.1614579,0.2269922,33075.84375,0.022039,0.0188167,0
background,2254494.505,1846728.774,15.9867125,11.1606617,2.2319975,0.4261578,0.4711401,0.0195435,0.9141892,0.9053971,2901177.5,391015.0625,0.0971995,0.022131
background,2246773.455,1846714.685,2.4162641,-0.0840946,0.162799,0,0.0042793,0,1.3098046,0.9701157,30935.27148,0.0105679,0.0185674,0
background,2252396.992,1846770.58,2.8609464,-0.3243887,0.1834548,0,0.00523,0,0.2167145,0.9681517,41486.04297,0,0.0192736,0
background,2252265.708,1846885.531,3.2122917,-0.7457052,0.2340833,0,0.0083714,0,0.5178186,0.555207,59464.22656,0,0.0235009,0
background,2246569.354,1846825.376,2.5669599,0.0507604,0.1306236,0,0.0030772,0,0.4884432,0.4716614,26789.13867,0.1546995,0.0142605,0
background,2257373.363,1846856.637,1.5345483,-2.925915,0.4826738,0.1237058,0.0992696,0.007666,9.8143072,9.7859039,485808.1875,75574.04688,0.0242511,0.0082185
background,2246920.824,1846852.505,1.0974241,-2.7742171,0.15311,0,0.0057219,0,1.4812009,3.4043646,12645.14941,0.156364,0.0270026,0
background,2256522.335,1846719.237,19.7229652,14.893137,3.3661377,0.9017861,0.9594781,0.0755222,0.2204463,0.2214751,5258877,1064011.5,0.133456,0.0412042
background,2248135.61,1846589.945,4.9296389,0.4773516,1.0026131,0.8850532,0.1692021,0.205918,2.3094623,1.6106174,472624.3125,100027.5625,0.075675,0.1318169
background,2256525.457,1846797.468,19.6967945,14.8636141,3.3753247,0.9070278,0.9651673,0.0765044,0.8351295,0.8359221,5266131.5,1068049.375,0.1340352,0.0415688
background,2248372.68,1846948.386,2.2777762,-2.3000998,0.896958,0.2608076,0.2179619,0.0914377,6.9521909,4.8045125,366595.9375,12566.49902,0.0704491,0.0661325
background,2251536.987,1846833.171,8.4055805,3.3995075,1.6428244,0.3425748,0.3129061,0.019016,1.2242287,1.2281713,1102186,93872.89063,0.0995719,0.0326305
background,2254280.377,1846792.438,15.3966885,10.5494156,2.0486653,0.4279867,0.4002167,0.0199231,1.3499252,1.3583386,2578919.5,377146.5938,0.0913553,0.0226582
background,2255586.579,1846885.895,17.1906853,12.3739595,3.3999636,0.8614732,1.0322076,0.0742096,0.4340426,0.4293552,4628021.5,843824.5625,0.1443379,0.043346
background,2256277.248,1846784.192,21.6707706,16.84305,3.4960003,0.9880921,1.0034794,0.0872917,1.0360337,1.0355905,6000334.5,1318546.125,0.1322648,0.0422158
background,2248009.195,1846670.026,5.6951704,1.1107463,1.2479436,0.9906439,0.2070304,0.2172164,5.1767898,4.9278612,581203.875,104731.3281,0.0920166,0.1583217
background,2253282.204,1846861.331,3.7740297,-0.4287196,0.2927113,0.0159945,0.0132164,0.0014041,2.0803649,1.9100505,88661.4375,939.269165,0.0266098,0.0035831
background,2254603.265,1846802.733,7.1631231,2.5284765,0.9188801,0.1614418,0.1711424,0.0064129,10.3588123,10.3817377,1166097.125,153876.0781,0.0503659,0.0082595
background,2255007.818,1846682.993,2.6600666,-1.1102198,0.3806483,0.0026836,0.0278335,0.0000624,0.6491665,0.3964636,83074.34375,148.5575562,0.0416687,0.0005617
background,2257062.178,1846827.77,17.126915,12.2962818,3.1861684,0.8164382,0.902163,0.0665727,0.1192423,0.1145928,4324022,796009.625,0.1355113,0.0407998
background,2256515.282,1846889.163,19.8873081,15.0498781,3.3840578,0.9116551,0.9669662,0.076917,0.9833466,0.9849813,5330806.5,1087270.625,0.1336714,0.0413161
background,2254595.664,1846566.553,14.5339689,9.7085934,1.360227,0.2654915,0.1977102,0.0083604,9.1990232,9.1924095,1767301.625,243080.7656,0.0592047,0.0139362
background,2253619.671,1846566.5,2.5025549,-0.8070131,0.3179412,0.0058238,0.0221174,0.0002647,2.9305882,0.6692095,72913.15625,245.1437378,0.0479412,0.0013992
background,2253283.751,1846240.694,4.3394914,-0.2715209,0.3531522,0.0101222,0.0197207,0.0001895,2.9048128,2.3974526,115933.4063,935.7556763,0.0322108,0.0021611
background,2256990.9,1846520.035,16.3189983,11.5052595,3.013068,0.7540542,0.8216109,0.0578371,0.2376184,0.2356265,3902660.5,689613.125,0.1315915,0.0393318
background,2254635.563,1846519.945,7.7961726,3.0804524,0.8016894,0.1568021,0.1197972,0.0053747,11.1292906,11.1083231,989114.9375,136438.6875,0.036726,0.0084122
background,2255173.322,1846301.545,11.2444715,6.435246,1.6795747,0.3256732,0.3000481,0.01389,1.6700766,1.6704687,1580072.5,182573.125,0.0872837,0.0225086
background,2246114.83,1846315.558,1.9422344,-0.1803495,0.1083454,0,0.0023865,0,0.850216,0.8201394,17121.82422,0,0.0137229,0
background,2252853.838,1846491.886,4.8784285,0.4211254,0.2173192,0,0.0064149,0,0.6778392,0.6773614,83144.48438,0.8606937,0.0175107,0
background,2255240.635,1846481.145,12.0393915,7.2264028,1.5887588,0.2521684,0.2629664,0.0079752,1.2318102,1.2316889,1589042,161572.3438,0.0801551,0.0158784
background,2256635.52,1846505.667,17.7970982,12.9842253,3.37604,0.9000391,0.9990773,0.0786796,0.2145891,0.214789,4759280,925382.1875,0.1409085,0.0438658
background,2254641.888,1846420.221,10.1294413,5.3832493,1.1163392,0.2318648,0.1737184,0.0089096,7.5224128,7.4478126,1304586,186939.6719,0.0536624,0.0129128
background,2256872.491,1846225.348,15.0767832,10.2895765,3.0819695,0.7723415,0.8838583,0.0632335,0.4842677,0.4802262,3684828.5,630798.5625,0.1397525,0.0424199
background,2255646.874,1846495.321,19.0944958,14.2782745,3.19362,0.9121971,0.874089,0.0786537,1.1342647,1.1373945,4829415,1031728.563,0.1289411,0.0426415
background,2245739.797,1846337.68,1.2988074,-0.1711805,0.1702705,0,0.0068397,0,0.588138,0.5676367,17581.30078,0,0.0325017,0
background,2255940.718,1846233.452,24.6510315,19.85462,3.5815823,1.0188614,1.0095264,0.0878011,0.3087276,0.31257,6989142,1599946,0.1271064,0.040374
background,2256692.697,1846524.498,17.9392223,13.124011,3.3546193,0.8784912,0.9841755,0.0747629,0.7167277,0.7094876,4765649.5,913025.8125,0.1392721,0.0426897
background,2255312.973,1846373.35,16.8546619,12.0425406,2.4128144,0.4657226,0.5318071,0.0229532,1.3008492,1.3018539,3293446.5,462791.1875,0.1028996,0.0234478
background,2257068.401,1846300.497,12.2274866,7.4355545,2.305589,0.5632287,0.5532506,0.038477,2.2807338,2.283628,2404030,372782.0938,0.1128939,0.0349761
background,2255180.612,1846431.981,11.9155006,7.1031547,1.5774902,0.2587153,0.2730575,0.0090524,2.6536257,2.6537974,1650787.75,180240.0156,0.0784641,0.0159789
background,2255670.945,1846207.505,24.3851147,19.5891628,3.2053804,0.8979412,0.8129408,0.0690411,2.8176775,2.8227534,6191561.5,1390783.75,0.1147904,0.0360348
background,2245977.363,1846357.313,1.3833905,-0.4075802,0.2132504,0,0.0101661,0,0.2244,1.0625513,23277.58008,0,0.0342789,0
background,2255139.612,1846443.333,9.4522743,4.7499166,1.1787927,0.1857221,0.1970769,0.0065133,3.5105667,3.4317515,1175510,125150.6563,0.0615681,0.011963
background,2256567.704,1846544.799,18.6423817,13.8291092,3.4362631,0.9160654,1.019224,0.0803505,0.1225016,0.1248075,5073753.5,1003258.563,0.1399519,0.0434922
background,2246623.381,1846490.205,1.2649897,-0.8779102,0.1333626,0,0.0041336,0,1.6516169,2.0959289,13757.10156,0,0.0213646,0
background,2255449.977,1846530.722,17.8783684,13.0623789,2.8759007,0.6151826,0.7349928,0.0384521,0.9598746,0.9573804,4100118.25,646815.0625,0.119649,0.0297588
background,2252917.639,1846282.81,3.4247,-0.959788,0.2730243,0,0.0114838,0,1.3534983,1.5854048,72775.54688,0.0289744,0.0266579,0
background,2256198.444,1846564.3,22.6881962,17.8721733,3.471863,0.9776151,0.9742321,0.0835654,0.5232851,0.5267145,6240129.5,1384588,0.1284039,0.040889
background,2257063.785,1846316.414,12.5192661,7.7256126,2.3419459,0.5727862,0.5624741,0.0390442,4.1580615,4.1605353,2475948.75,387119.6563,0.1136396,0.0352271
background,2255593.189,1846551.485,18.9932213,14.1768198,3.1258924,0.8308151,0.8402175,0.0659776,0.4415164,0.4397164,4697100,934099.5625,0.1264464,0.0388485
background,2255670.068,1846476.572,19.377615,14.5620575,3.2027721,0.9224834,0.8749856,0.0798502,2.7373612,2.7441707,4916381,1064036.75,0.1284873,0.042793
background,2253267.203,1846370.96,4.3681602,-0.3055713,0.400772,0.0141493,0.0231399,0.0005351,1.3444002,1.1275713,137681.9219,1236.636108,0.0342299,0.0032111
background,2245998.064,1846370.929,1.3274249,-0.6962624,0.2213881,0,0.0108342,0,0.6497229,1.1500691,23219.16797,0,0.0355763,0
background,2251652.367,1846475.062,9.1038179,4.1250892,1.3056389,0.3150873,0.1984485,0.0142629,0.7941872,0.7991058,972627.75,110239.4141,0.0748085,0.0264196
background,2246802.397,1846322.723,1.9674174,-0.2951305,0.0892989,0,0.0015789,0,0.6345848,0.656648,13527.82031,0,0.0113728,0
background,2256347.99,1846333.973,20.3151932,15.5182619,3.4130998,0.9209459,0.9774505,0.0776326,0.7348418,0.7337601,5490316,1131798,0.1335311,0.0413279
background,2253186.09,1846329.903,4.5801811,-0.1283871,0.1894061,0.010491,0.0051193,0,2.3709691,2.1732097,71983.02344,61.9502144,0.0157059,0.0093777
background,2256290.866,1846289.896,20.9128056,16.1175613,3.3995821,0.9201893,0.9598696,0.0765039,1.0905064,1.089008,5631050,1174777.125,0.1311632,0.0406476
background,2246816.97,1846412.467,2.2668455,0.0294768,0.0862248,0,0.0016064,0,0.6245468,0.5109842,14797.81934,0,0.0108411,0
background,2257171.58,1846207.296,2.4225984,0.4055511,0.9276897,0.2367506,0.1756024,0.0141104,5.3628645,3.8887546,798706.125,114107.3828,0.05478,0.0175361
background,2254283.956,1846189.167,12.0803356,7.2563953,1.4718038,0.2454021,0.2384276,0.0096274,2.786093,2.7878151,1525530,171058.2656,0.0779383,0.017648
background,2253422.604,1846251.106,3.7846065,-0.8517005,0.1175037,0.0040781,0.0022577,0.000274,0.6663449,2.2482467,35063.48828,216.9272919,0.0109669,0.0008865
background,2251820.461,1846226.988,8.4015284,3.4481256,1.9341434,0.4861481,0.4298529,0.0369541,0.3039812,0.3092828,1278027.75,131065.1797,0.1182253,0.047004
background,2256538.634,1846315.388,17.4890404,12.6960697,3.4304671,0.9115915,1.0384549,0.0818815,0.815063,0.8137816,4749308.5,915808.0625,0.1447977,0.045005
background,2246745.17,1846474.386,2.3211691,0.0655552,0.0767798,0,0.0013819,0,0.990521,0.9885051,14029.08984,0,0.0104438,0
background,2255904.653,1846295.723,24.6670437,19.8673782,3.5732429,1.0147492,1.0062963,0.0874498,0.9292694,0.926057,6970149.5,1591519.125,0.1268785,0.0403862
background,2246184.809,1846362.307,1.5573827,-0.5466985,0.1642345,0,0.0053743,0,1.4560691,1.5613519,19711.16602,0,0.0237114,0
background,2255449.701,1846496.692,18.2501335,13.4340286,2.9345851,0.6388612,0.7566263,0.040637,0.7223149,0.7194848,4253602,684935.25,0.1209052,0.0305395
background,2253584.417,1846540.902,3.7569649,-0.4510629,0.4102313,0.026051,0.0287074,0.0011026,2.3385274,1.3820733,128677.0625,1245.745606,0.0485935,0.0060381
background,2253536.636,1846264.255,4.7448611,0.165311,0.3525365,0.0819812,0.0265662,0.003025,3.1990736,2.9974976,113200.9531,9274.125977,0.0344917,0.0120033
background,2245880.342,1846232.308,0.9552667,-0.4479069,0.1822455,0,0.0086203,0,0.7357391,0.5305045,13398.49902,0,0.0359884,0
background,2257043.815,1846562.137,15.8805571,11.061945,2.7757323,0.681621,0.7136134,0.0488363,1.3038442,1.2999237,3538702,609766.5625,0.122297,0.0360464
background,2247127.623,1846309.86,3.9522674,1.3804997,0.205445,0,0.0073656,0,1.9048866,1.9054587,60130.99219,33.1347771,0.019441,0
background,2256006.435,1846190.558,24.2475185,19.4536381,3.5236695,0.9963424,0.9819084,0.0844921,1.1286515,1.1286457,6768573.5,1535564,0.1263261,0.0397467
background,2254152.081,1846554.113,3.8521936,-0.0212674,0.8843679,0.1513161,0.1629509,0.009893,4.3542204,2.2749929,426077.8438,34093.76563,0.0969898,0.0228819
background,2255638.157,1846408.83,19.0245667,14.2155123,3.1803091,0.9200476,0.8672284,0.0802881,1.5474527,1.5467365,4792426.5,1035929.625,0.1285363,0.0427248
background,2256361.995,1846282.133,20.1305485,15.3355513,3.4199905,0.9170011,0.9840031,0.0770015,0.0705448,0.0701995,5453445.5,1113379.5,0.1340018,0.0410013
background,2253250.114,1846196.41,4.7257624,0.0923121,0.4279664,0.0018005,0.0272481,0,4.4839549,3.8769565,154634.5938,92.3725357,0.0371215,0.0001803
background,2255562.544,1846361.634,19.1900864,14.3810797,3.1212232,0.8440628,0.8333481,0.0675335,0.4010621,0.3988024,4745531,962725.0625,0.1258396,0.0393306
background,2246037.843,1846366.282,2.15733,0.0310021,0.2078364,0,0.0082625,0,1.7181404,1.5397167,35448.39453,0,0.0254728,0
background,2253360.824,1846476.109,2.6902225,-0.7801918,0.4783009,0.0161604,0.0402508,0.0024701,4.193377,0.9287099,101447.0625,246.6192932,0.0548279,0.0064893
background,2256780.176,1846042.176,15.4109678,10.6278362,3.0499325,0.7538,0.8560961,0.0593882,0.5268386,0.5196134,3724509.5,635041.4375,0.1370748,0.040683
background,2251980.948,1845886.925,8.364974,3.5109532,0.8037954,0.2222087,0.0806521,0.0082043,5.0772347,4.1778417,555128.125,66702.71094,0.0476883,0.0204931
background,2256344.303,1846112.279,19.4528484,14.6688929,3.4065704,0.9108489,0.987405,0.0773649,0.2487986,0.2487937,5249338.5,1058047,0.1364316,0.041876
background,2256692.439,1846049.245,15.7181969,10.9391527,3.2157009,0.8139396,0.9445094,0.0679849,0.3064135,0.3058078,4003642.75,705454.75,0.1429135,0.0429943
background,2255520.291,1846163.063,19.1097298,14.3123589,3.1590996,0.8556099,0.8555111,0.0694993,1.0106348,1.0091519,4782119.5,970415.3125,0.1273978,0.0399878
background,2255603.531,1845807.717,26.145052,21.3706875,3.3500259,0.95749,0.8666881,0.0761055,0.9680592,0.9707894,6937563.5,1620245.25,0.115324,0.0364083
background,2254486.775,1845997.236,14.6891327,9.875824,2.4635429,0.5732875,0.5691824,0.03545,0.1794999,0.1725994,2866378,448395.875,0.1134678,0.0320427
background,2251976.573,1846015.302,8.247488,3.3158059,2.0798182,0.5157849,0.4958017,0.0411696,0.263554,0.260037,1356143.625,134905,0.1275238,0.04975
