variable,x,y
q95_ss,-0.09348847,1.0
q95_ss,-0.09124474672,1.0
q95_ss,-0.08900102344000001,1.0
q95_ss,-0.08675730016000001,1.0
q95_ss,-0.08451357688,1.0
q95_ss,-0.0822698536,1.0
q95_ss,-0.08002613032,1.0
q95_ss,-0.07778240704,1.0
q95_ss,-0.07553868376,1.0
q95_ss,-0.07329496048,1.0
q95_ss,-0.0710512372,1.0
q95_ss,-0.06880751392000001,1.0
q95_ss,-0.06656379064000001,1.0
q95_ss,-0.06432006736,1.0
q95_ss,-0.062076344080000005,1.0
q95_ss,-0.0598326208,1.0
q95_ss,-0.05758889752,1.0
q95_ss,-0.05534517424,1.0
q95_ss,-0.05310145096,1.0
q95_ss,-0.05085772768,1.0
q95_ss,-0.048614004399999994,1.0
q95_ss,-0.046370281119999995,1.0
q95_ss,-0.044126557840000004,1.0
q95_ss,-0.04188283456,1.0
q95_ss,-0.03963911128,1.0
q95_ss,-0.037395388,1.0
q95_ss,-0.035151664719999996,1.0
q95_ss,-0.03290794144,1.0
q95_ss,-0.030664218160000006,1.0
q95_ss,-0.028420494880000008,1.0
q95_ss,-0.026176771599999996,1.0
q95_ss,-0.023933048319999997,1.0
q95_ss,-0.02168932504,1.0
q95_ss,-0.01944560176,1.0
q95_ss,-0.017201878480000002,1.0
q95_ss,-0.01495815519999999,1.0
q95_ss,-0.012714431919999991,1.0
q95_ss,-0.010470708639999993,1.0
q95_ss,-0.008226985359999994,1.0
q95_ss,-0.005983262079999996,1.0
q95_ss,-0.0037395387999999835,1.0
q95_ss,-0.001495815519999985,1.0
q95_ss,7.479077600000134E-4,0.9623600840568542
q95_ss,0.002991631039999998,0.9597654342651367
q95_ss,0.005235354319999996,0.9570502042770386
q95_ss,0.007479077599999995,0.9542125463485718
q95_ss,0.009722800880000007,0.9512508511543274
q95_ss,0.011966524160000006,0.9481636881828308
q95_ss,0.014210247440000004,0.9449496865272522
q95_ss,0.016453970720000002,0.9416078925132751
q95_ss,0.018697694,0.938137412071228
q95_ss,0.020941417280000013,0.9345374703407288
q95_ss,0.02318514056000001,0.9308077096939087
q95_ss,0.02542886384000001,0.9269477128982544
q95_ss,0.02767258712000001,0.9229574203491211
q95_ss,0.029916310400000007,0.9188369512557983
q95_ss,0.03216003367999999,0.9145866632461548
q95_ss,0.03440375696000002,0.9102069139480591
q95_ss,0.03664748023999999,0.9056985378265381
q95_ss,0.038891203520000014,0.9010623693466187
q95_ss,0.04113492680000001,0.8962994813919067
q95_ss,0.04337865008000001,0.8914110660552979
q95_ss,0.04562237336000001,0.8863986730575562
q95_ss,0.04786609664000001,0.8812638521194458
q95_ss,0.05010981992000001,0.8760084509849548
q95_ss,0.05235354320000003,0.8706342577934265
q95_ss,0.054597266480000003,0.8651435971260071
q95_ss,0.05684098976000003,0.8595385551452637
q95_ss,0.05908471304,0.8538215756416321
q95_ss,0.06132843632,0.8479952216148376
q95_ss,0.06357215960000002,0.8420621752738953
q95_ss,0.06581588288,0.8360251784324646
q95_ss,0.06805960616000002,0.8298872113227844
q95_ss,0.07030332943999999,0.8236512541770935
q95_ss,0.07254705272000002,0.8173204064369202
q95_ss,0.07479077600000002,0.8108978867530823
q95_ss,0.07703449928000002,0.8043870329856873
q95_ss,0.07927822256000001,0.7977911233901978
q95_ss,0.08152194584000001,0.7911137342453003
q95_ss,0.08376566912000001,0.7843582034111023
q95_ss,0.08600939240000004,0.7775282263755798
q95_ss,0.08825311568000001,0.7706272602081299
q95_ss,0.09049683896000003,0.7636591196060181
q95_ss,0.09274056224,0.7566273212432861
q95_ss,0.09498428552000003,0.7501106262207031
q95_ss,0.0972280088,0.7447554469108582
q95_ss,0.09947173208,0.7393699884414673
q95_ss,0.10171545536000003,0.7339558601379395
q95_ss,0.10395917864,0.7285146117210388
q95_ss,0.10620290192000002,0.7230478525161743
q95_ss,0.1084466252,0.7175570726394653
q95_ss,0.11069034848000002,0.7120439410209656
q95_ss,0.11293407176000002,0.7065099477767944
q95_ss,0.11517779504000002,0.7009566426277161
q95_ss,0.11742151832000002,0.6953855752944946
q95_ss,0.11966524160000001,0.6897982954978943
q95_ss,0.12190896488000001,0.6841963529586792
q95_ss,0.12415268816000004,0.6785811185836792
q95_ss,0.12639641144000002,0.672954261302948
q95_ss,0.12864013472000002,0.6673172116279602
q95_ss,0.13088385800000002,0.6616714000701904
q95_ss,0.13312758128000002,0.6560182571411133
q95_ss,0.13537130456000002,0.6503593325614929
q95_ss,0.13761502784000001,0.6446958780288696
q95_ss,0.13985875112,0.6390294432640076
q95_ss,0.1421024744,0.6333613395690918
q95_ss,0.14434619768,0.6276929378509521
q95_ss,0.14658992096,0.6220255494117737
q95_ss,0.14883364424,0.6163605451583862
q95_ss,0.15107736752,0.6106992363929749
q95_ss,0.1533210908,0.6050428748130798
q95_ss,0.15556481408,0.5993925929069519
q95_ss,0.15780853736,0.5937498211860657
q95_ss,0.16005226064000005,0.5881156325340271
q95_ss,0.16229598392000005,0.5824912786483765
q95_ss,0.16453970720000005,0.5768778324127197
q95_ss,0.16678343048,0.5712764263153076
q95_ss,0.16902715376000005,0.5656883120536804
q95_ss,0.17127087704000005,0.5601144433021545
q95_ss,0.17351460032,0.5545558929443359
q95_ss,0.17575832360000004,0.5490137338638306
q95_ss,0.17800204688000004,0.5434888601303101
q95_ss,0.18024577016000004,0.5379824042320251
q95_ss,0.18248949344000004,0.5324952006340027
q95_ss,0.18473321672000004,0.5270282626152039
q95_ss,0.18697694000000004,0.5215824246406555
q95_ss,0.18922066328000003,0.5161585807800293
q95_ss,0.19146438656000003,0.5107576251029968
q95_ss,0.19370810984000003,0.5053802728652954
q95_ss,0.19595183312000003,0.5000274181365967
q95_ss,0.19819555640000008,0.4946998357772827
q95_ss,0.20043927968000003,0.4893982410430908
q95_ss,0.20268300296000002,0.4841233491897583
q95_ss,0.20492672624000002,0.4788758456707001
q95_ss,0.20717044952000008,0.47365644574165344
q95_ss,0.20941417280000002,0.46846577525138855
q95_ss,0.21165789608000002,0.46330443024635315
q95_ss,0.21390161936000007,0.45817306637763977
q95_ss,0.21614534264000002,0.4530722200870514
q95_ss,0.21838906592000001,0.448002427816391
q95_ss,0.22063278920000007,0.44296422600746155
q95_ss,0.22287651248000007,0.43795812129974365
q95_ss,0.22512023576,0.4329846501350403
q95_ss,0.22736395904,0.4280441701412201
q95_ss,0.22960768232000006,0.42313718795776367
q95_ss,0.23185140560000006,0.41826412081718445
q95_ss,0.23409512888,0.4134253263473511
q95_ss,0.23633885216000006,0.4086211919784546
q95_ss,0.23858257544000006,0.40385204553604126
q95_ss,0.24082629872000005,0.3991182744503021
q95_ss,0.24307002200000005,0.39442014694213867
q95_ss,0.24531374528000005,0.3897579312324524
q95_ss,0.24755746856000005,0.38513198494911194
q95_ss,0.24980119184,0.38054245710372925
q95_ss,0.25204491512000005,0.3759896457195282
q95_ss,0.25428863840000004,0.3714737594127655
q95_ss,0.25653236168000004,0.3669949769973755
q95_ss,0.25877608496000004,0.3625534772872925
q95_ss,0.26101980824000004,0.35814952850341797
q95_ss,0.26326353152000004,0.35378310084342957
q95_ss,0.2655072548000001,0.34945443272590637
q95_ss,0.26775097808000003,0.34516361355781555
q95_ss,0.26999470136000003,0.34091076254844666
q95_ss,0.27223842464000003,0.33669590950012207
q95_ss,0.2744821479200001,0.33251920342445374
q95_ss,0.27672587120000003,0.3283807039260864
q95_ss,0.27896959448,0.32428035140037537
q95_ss,0.2812133177600001,0.3202182650566101
q95_ss,0.2834570410400001,0.3161943852901459
q95_ss,0.28570076432,0.31220877170562744
q95_ss,0.2879444876,0.3082614243030548
q95_ss,0.2901882108800001,0.3043522834777832
q95_ss,0.29243193416,0.300481379032135
q95_ss,0.29467565744,0.2966485321521759
q95_ss,0.29691938072000007,0.29285380244255066
q95_ss,0.29916310400000007,0.2890971004962921
q95_ss,0.30140682728,0.2853783071041107
q95_ss,0.30365055056000007,0.2816973924636841
q95_ss,0.30589427384000006,0.27805423736572266
q95_ss,0.30813799712000006,0.2744487524032593
q95_ss,0.3103817204,0.270880788564682
q95_ss,0.31262544368000006,0.2673502266407013
q95_ss,0.31486916696000006,0.2638569176197052
q95_ss,0.31711289024000006,0.26040077209472656
q95_ss,0.31935661352000005,0.25698161125183105
q95_ss,0.32160033680000005,0.25359928607940674
q95_ss,0.32384406008000005,0.25025367736816406
q95_ss,0.32608778336000005,0.24694451689720154
q95_ss,0.32833150664000005,0.2436717003583908
q95_ss,0.33057522992000005,0.24043501913547516
q95_ss,0.33281895320000005,0.23723429441452026
q95_ss,0.33506267648000004,0.2340693324804306
q95_ss,0.33730639976000004,0.23093992471694946
q95_ss,0.33955012304000004,0.22784587740898132
q95_ss,0.3417938463200001,0.22478702664375305
q95_ss,0.34403756960000004,0.22176304459571838
q95_ss,0.34628129288000004,0.21877379715442657
q95_ss,0.34852501616000003,0.21581901609897614
q95_ss,0.3507687394400001,0.21289850771427155
q95_ss,0.35301246272000003,0.2100120335817337
q95_ss,0.35525618600000003,0.20715934038162231
q95_ss,0.3574999092800001,0.20434023439884186
q95_ss,0.35974363256,0.20155441761016846
q95_ss,0.36198735584,0.198801651597023
q95_ss,0.3642310791200001,0.19608169794082642
q95_ss,0.3664748024000001,0.19339433312416077
q95_ss,0.36871852568,0.19073925912380219
q95_ss,0.37096224896,0.18811625242233276
q95_ss,0.3732059722400001,0.1855250746011734
q95_ss,0.37544969552000007,0.18296541273593903
q95_ss,0.3776934188,0.18043702840805054
q95_ss,0.37993714208000007,0.17793965339660645
q95_ss,0.38218086536000007,0.17547301948070526
q95_ss,0.38442458864000006,0.1730368733406067
q95_ss,0.38666831192000006,0.17063094675540924
q95_ss,0.38891203520000006,0.1682550013065338
q95_ss,0.39115575848000006,0.16590870916843414
q95_ss,0.39339948176000006,0.16359181702136993
q95_ss,0.39564320504000006,0.1613040566444397
q95_ss,0.39788692832000006,0.15904517471790314
q95_ss,0.40013065160000005,0.15681488811969757
q95_ss,0.40237437488000005,0.15461291372776031
q95_ss,0.40461809816000005,0.15243902802467346
q95_ss,0.40686182144,0.15029288828372955
q95_ss,0.40910554472,0.1481742411851883
q95_ss,0.4113492680000001,0.14608284831047058
q95_ss,0.4135929912800001,0.14401839673519135
q95_ss,0.41583671456,0.14198064804077148
q95_ss,0.4180804378400001,0.13996930420398712
q95_ss,0.42032416112,0.13798414170742035
q95_ss,0.4225678844000001,0.1360248327255249
q95_ss,0.4248116076800001,0.13409113883972168
q95_ss,0.42705533096,0.1321827620267868
q95_ss,0.4292990542400001,0.13029946386814117
q95_ss,0.4315427775200001,0.1284409761428833
q95_ss,0.4337865008,0.1266070157289505
q95_ss,0.4360302240800001,0.12479733675718307
q95_ss,0.4382739473600001,0.12301167845726013
q95_ss,0.44051767063999997,0.1212497428059578
q95_ss,0.4427613939200001,0.11951129138469696
q95_ss,0.4450051172000001,0.11779605597257614
q95_ss,0.4472488404800001,0.11610379070043564
q95_ss,0.4494925637600001,0.11443421989679337
q95_ss,0.4517362870400001,0.11278710514307022
q95_ss,0.45398001032000007,0.11116219311952591
q95_ss,0.45622373360000007,0.10955920815467834
q95_ss,0.45846745688000007,0.10797790437936783
q95_ss,0.46071118016000007,0.10641802847385406
q95_ss,0.46295490344000007,0.10487934947013855
q95_ss,0.46519862672000006,0.1033615991473198
q95_ss,0.46744235000000006,0.10186454653739929
q95_ss,0.46968607328000006,0.10038796067237854
q95_ss,0.47192979656000006,0.09893156588077545
q95_ss,0.47417351984000006,0.09749513119459152
q95_ss,0.47641724312000006,0.09607841819524765
q95_ss,0.47866096640000005,0.09468120336532593
q95_ss,0.48090468968000005,0.09330323338508606
q95_ss,0.48314841296000005,0.09194429218769073
q95_ss,0.48539213624000005,0.09060414880514145
q95_ss,0.48763585952000005,0.0892825573682785
q95_ss,0.48987958280000016,0.0879792869091034
q95_ss,0.49212330608000004,0.0866941288113594
q95_ss,0.49436702936000004,0.08542684465646744
q95_ss,0.49661075264000015,0.08417722582817078
q95_ss,0.49885447592000004,0.08294504135847092
q95_ss,0.5010981992,0.08173008263111115
q95_ss,0.50334192248,0.08053214102983475
q95_ss,0.50558564576,0.07935095578432083
q95_ss,0.5078293690400001,0.07818638533353806
q95_ss,0.51007309232,0.07703817635774612
q95_ss,0.5123168156,0.07590610533952713
q95_ss,0.5145605388800001,0.07479000836610794
q95_ss,0.51680426216,0.07368963211774826
q95_ss,0.51904798544,0.07260483503341675
q95_ss,0.5212917087200001,0.07153534889221191
